year_birth,education,marital_status,income,kidhome,teenhome,date,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,response,customer_age,age_group,day_as_customer,loyality_tier,is_parent,household_size,Total_Spending
1986,Master,Married,80141.0,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,1,39,30-45,4483,very loyal,0,1,2091
1955,2N Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,70,60-80,4340,very loyal,0,1,981
1970,Graduation,Married,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,55,45-60,4533,very loyal,0,2,1533
1991,2N Cycle,Married,20193.0,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,34,30-45,4527,very loyal,0,1,82
1975,Graduation,Married,27573.0,1,0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,50,45-60,4410,very loyal,1,2,244
1979,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,46,45-60,4316,very loyal,1,2,36
1976,Phd,Married,49544.0,1,0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,7,0,49,45-60,4451,very loyal,1,2,404
1980,Graduation,Married,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,45,30-45,4106,very loyal,1,2,71
1978,Graduation,Married,70440.0,0,0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,47,45-60,4213,very loyal,0,1,1572
1971,Graduation,Married,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,54,45-60,4112,very loyal,1,3,122
1955,Phd,Married,22554.0,1,1,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,70,60-80,4552,very loyal,1,3,41
1983,Phd,Married,23536.0,1,0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,42,30-45,3974,very loyal,1,2,10
1952,Graduation,Married,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,73,60-80,4196,very loyal,0,2,304
1969,Graduation,Married,42231.0,1,1,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,56,45-60,4045,very loyal,1,3,37
1980,Master,Divorced,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,1,45,30-45,4639,very loyal,0,1,1754
1968,Graduation,Married,56534.0,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,1,57,45-60,4290,very loyal,0,2,815
1971,Graduation,Single,58350.0,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,54,45-60,4490,very loyal,0,2,1001
1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,36,30-45,4294,very loyal,0,1,1157
1951,Graduation,Single,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,74,60-80,4294,very loyal,0,2,688
1987,Master,Divorced,61787.0,0,0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,38,30-45,4307,very loyal,0,1,1319
1985,Phd,Married,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,40,30-45,4444,very loyal,1,2,21
1981,2N Cycle,Single,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,44,30-45,4620,very loyal,1,2,31
1990,Graduation,Married,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,35,30-45,4494,very loyal,0,1,67
1952,Graduation,Divorced,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,73,60-80,4351,very loyal,0,2,708
1971,2N Cycle,Married,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,54,45-60,4597,very loyal,1,3,25
1983,Phd,Married,86580.0,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,42,30-45,4436,very loyal,0,1,746
1957,Phd,Divorced,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,68,60-80,4594,very loyal,1,3,32
1951,Master,Widowed,73705.0,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,74,60-80,4065,very loyal,0,3,1695
1976,Graduation,Married,61064.0,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,49,45-60,4616,very loyal,0,2,1080
1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,70,60-80,4040,very loyal,1,3,72
1989,Graduation,Single,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,36,30-45,4170,very loyal,1,2,57
1973,Phd,Married,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,52,45-60,4049,very loyal,0,2,660
1973,Basic,Married,9722.0,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,1,52,45-60,4584,very loyal,1,2,103
1984,Phd,Married,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,41,30-45,4228,very loyal,1,2,153
1956,Master,Married,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,69,60-80,4596,very loyal,0,2,1220
1965,Graduation,Married,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,60,45-60,4631,very loyal,0,2,279
1978,Graduation,Married,64813.0,1,0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,47,45-60,4127,very loyal,1,2,745
1973,Phd,Married,54222.0,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,52,45-60,4069,very loyal,0,2,264
1986,Graduation,Married,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,39,30-45,3961,very loyal,0,1,2157
1959,Master,Married,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,66,60-80,4254,very loyal,0,2,1526
1978,Graduation,Married,41154.0,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,47,45-60,4395,very loyal,0,2,69
1966,Graduation,Married,80398.0,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,59,45-60,4545,very loyal,0,1,1597
1992,Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,33,30-45,3980,very loyal,1,2,64
1984,Graduation,Married,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,41,30-45,4542,very loyal,1,2,497
1956,Graduation,Single,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,69,60-80,4354,very loyal,0,2,1067
1977,Graduation,Married,22108.0,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,48,45-60,4001,very loyal,1,3,31
1974,Graduation,Married,44392.0,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,51,45-60,4246,very loyal,1,3,211
1976,Phd,Married,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,49,45-60,4530,very loyal,0,2,877
1979,Graduation,Married,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,46,45-60,4481,very loyal,1,2,11
1983,Phd,Married,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,1,42,30-45,4373,very loyal,0,1,2034
1991,Graduation,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,1,34,30-45,4146,very loyal,0,1,1991
1962,Phd,Widowed,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,63,60-80,4037,very loyal,0,1,1686
1982,Phd,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,1,43,30-45,4101,very loyal,1,2,324
1979,Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,1,46,45-60,4021,very loyal,1,2,69
1955,Graduation,Married,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,1,70,60-80,4557,very loyal,1,3,252
1965,Basic,Single,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,60,45-60,4487,very loyal,0,2,54
1961,Master,Married,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,64,60-80,4427,very loyal,1,3,964
1951,Graduation,Married,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,74,60-80,4446,very loyal,0,2,1327
1964,Phd,Married,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,61,60-80,4047,very loyal,1,3,68
1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,66,60-80,4497,very loyal,0,1,60
1955,Graduation,Divorced,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,0,70,60-80,4377,very loyal,1,3,55
1966,Graduation,Married,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,59,45-60,4058,very loyal,0,1,1456
1958,2N Cycle,Single,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,67,60-80,4368,very loyal,0,2,563
1954,Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,71,60-80,4445,very loyal,0,2,1504
1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,58,45-60,4015,very loyal,1,3,564
1963,Graduation,Married,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,62,60-80,4164,very loyal,0,1,1125
1959,Graduation,Married,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,66,60-80,3985,very loyal,0,2,358
1971,Phd,Married,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,54,45-60,4149,very loyal,1,2,42
1964,Graduation,Married,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,61,60-80,4015,very loyal,0,2,184
1983,Graduation,Married,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,42,30-45,4386,very loyal,1,2,460
1945,Phd,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,1,80,60-80,3981,very loyal,0,1,145
1947,Graduation,Married,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,1,78,60-80,4478,very loyal,0,1,1376
1969,Phd,Divorced,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,56,45-60,4474,very loyal,0,2,792
1952,Graduation,Married,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,73,60-80,4560,very loyal,0,1,1382
1947,Basic,Married,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,78,60-80,4535,very loyal,0,1,28
1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,79,60-80,4223,very loyal,0,1,1033
1969,Graduation,Divorced,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,56,45-60,4345,very loyal,0,2,882
1949,Phd,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,76,60-80,4432,very loyal,0,1,2231
1961,Phd,Married,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,1,64,60-80,4570,very loyal,0,2,1101
1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,51,45-60,4604,very loyal,0,2,369
1980,2N Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,45,30-45,4071,very loyal,1,2,48
1949,Phd,Widowed,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,1,76,60-80,4451,very loyal,0,2,467
1971,Graduation,Widowed,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,54,45-60,4500,very loyal,1,3,44
1979,Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,46,45-60,4418,very loyal,1,3,38
1968,Graduation,Married,41120.0,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,57,45-60,4184,very loyal,1,3,81
1971,Master,Single,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,1,54,45-60,4278,very loyal,1,2,167
1955,Phd,Married,38725.0,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,70,60-80,3999,very loyal,1,3,45
1972,Graduation,Married,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,53,45-60,4348,very loyal,1,2,664
1964,2N Cycle,Married,62905.0,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,61,60-80,4241,very loyal,0,2,622
1979,2N Cycle,Divorced,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,46,45-60,4425,very loyal,1,2,48
1975,Graduation,Married,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,50,45-60,4198,very loyal,0,2,461
1977,Graduation,Married,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,48,45-60,4262,very loyal,0,2,1073
1986,2N Cycle,Married,21955.0,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,39,30-45,4244,very loyal,1,2,55
1956,Graduation,Married,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,69,60-80,4409,very loyal,0,2,976
1980,Phd,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,45,30-45,3962,very loyal,1,2,20
1982,Graduation,Married,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,43,30-45,4366,very loyal,0,1,1149
1961,Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,64,60-80,3963,very loyal,0,1,43
1975,Master,Married,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,0,50,45-60,4201,very loyal,0,2,224
1974,Phd,Divorced,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,1,51,45-60,4598,very loyal,1,2,101
1946,Phd,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,79,60-80,4386,very loyal,0,1,209
1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,40,30-45,4581,very loyal,0,1,968
1952,Phd,Married,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,73,60-80,4335,very loyal,0,1,1165
1967,Graduation,Married,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,58,45-60,4052,very loyal,0,2,24
1955,Graduation,Married,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,1,70,60-80,4557,very loyal,1,3,252
1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,40,30-45,4618,very loyal,1,2,165
1977,Phd,Married,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,48,45-60,4573,very loyal,0,1,269
1973,Phd,Married,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,52,45-60,4276,very loyal,1,2,102
1984,2N Cycle,Married,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,41,30-45,4281,very loyal,0,1,461
1979,Basic,Single,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,46,45-60,4508,very loyal,1,2,47
1976,Phd,Single,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,49,45-60,4081,very loyal,1,3,144
1968,Graduation,Married,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,57,45-60,4572,very loyal,0,1,1338
1959,Graduation,Married,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,66,60-80,4162,very loyal,0,2,917
1971,Graduation,Married,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,1,54,45-60,4493,very loyal,1,3,318
1967,Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,58,45-60,4552,very loyal,1,3,253
1973,Graduation,Married,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,52,45-60,4595,very loyal,0,2,502
1983,Graduation,Married,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,42,30-45,4151,very loyal,1,2,119
1979,2N Cycle,Married,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,46,45-60,4619,very loyal,1,3,1250
1979,Graduation,Married,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,46,45-60,4188,very loyal,0,2,969
1950,Graduation,Married,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,75,60-80,4277,very loyal,1,3,76
1963,Phd,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,62,60-80,4027,very loyal,1,3,62
1962,2N Cycle,Married,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,63,60-80,4267,very loyal,0,1,1382
1976,Graduation,Single,37697.0,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,49,45-60,4091,very loyal,1,2,84
1952,Graduation,Married,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,0,73,60-80,4300,very loyal,1,3,255
1960,Master,Married,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,65,60-80,4329,very loyal,1,3,43
1955,Graduation,Single,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,70,60-80,4218,very loyal,0,2,398
1977,Master,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,48,45-60,4023,very loyal,1,2,76
1964,Graduation,Married,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,61,60-80,3972,very loyal,0,3,902
1981,2N Cycle,Married,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,44,30-45,4007,very loyal,1,2,823
1976,Graduation,Married,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,49,45-60,3951,very loyal,0,2,1179
1974,Graduation,Married,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,51,45-60,4572,very loyal,0,2,1921
1951,Master,Married,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,74,60-80,4376,very loyal,1,3,185
1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,1,59,45-60,4415,very loyal,1,3,433
1951,Graduation,Married,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,0,74,60-80,4119,very loyal,1,3,34
1958,Graduation,Married,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,67,60-80,4335,very loyal,0,2,907
1966,Phd,Single,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,59,45-60,4153,very loyal,0,3,416
1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,61,60-80,4339,very loyal,1,3,44
1956,Graduation,Married,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,1,69,60-80,4011,very loyal,0,1,1588
1974,Phd,Single,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,0,51,45-60,4550,very loyal,0,1,1797
1966,Graduation,Married,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,59,45-60,4582,very loyal,1,3,40
1963,Phd,Single,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,62,60-80,4539,very loyal,0,2,1143
1969,Master,Married,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,56,45-60,3950,very loyal,0,1,914
1992,Graduation,Married,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,33,30-45,4474,very loyal,0,1,1502
1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,71,60-80,4449,very loyal,0,2,1338
1983,Phd,Married,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,42,30-45,4292,very loyal,1,2,27
1982,2N Cycle,Married,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,43,30-45,4223,very loyal,0,2,763
1951,Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,1,74,60-80,4294,very loyal,0,1,1331
1956,Graduation,Married,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,69,60-80,4251,very loyal,0,3,525
1961,Phd,Married,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,64,60-80,3963,very loyal,1,3,9
1962,Graduation,Married,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,63,60-80,4032,very loyal,0,2,953
1971,Master,Divorced,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,54,45-60,4210,very loyal,1,3,68
1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,54,45-60,4217,very loyal,1,3,131
1968,Graduation,Married,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,57,45-60,4273,very loyal,0,2,882
1978,2N Cycle,Married,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,47,45-60,4612,very loyal,0,1,1149
1969,Graduation,Married,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,56,45-60,4236,very loyal,1,2,37
1965,Phd,Widowed,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,60,45-60,4257,very loyal,0,2,388
1986,Graduation,Married,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,1,39,30-45,4448,very loyal,0,1,1428
1958,Master,Married,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,67,60-80,4351,very loyal,0,1,1633
1975,Master,Married,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,1,50,45-60,4352,very loyal,1,2,173
1987,Graduation,Single,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,38,30-45,4213,very loyal,1,2,99
1959,Graduation,Married,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,66,60-80,4420,very loyal,0,2,215
1962,Phd,Married,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,63,60-80,4446,very loyal,0,2,929
1974,Graduation,Married,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,51,45-60,4050,very loyal,1,2,219
1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,1,48,45-60,4240,very loyal,1,3,174
1978,Graduation,Married,41580.0,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,47,45-60,4515,very loyal,1,3,92
1970,Phd,Married,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,55,45-60,4242,very loyal,0,1,1052
1957,Graduation,Married,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,68,60-80,4413,very loyal,0,2,275
1955,2N Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,70,60-80,4644,very loyal,0,2,587
1954,Phd,Divorced,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,1,71,60-80,4594,very loyal,0,2,1662
1982,Phd,Married,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,43,30-45,4452,very loyal,1,2,159
1953,Master,Widowed,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,1,72,60-80,4340,very loyal,0,1,1024
1968,Master,Divorced,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,57,45-60,4016,very loyal,1,2,35
1957,Master,Married,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,68,60-80,4251,very loyal,0,1,1042
1965,Master,Married,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,60,45-60,4153,very loyal,1,3,395
1975,Phd,Married,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,50,45-60,4604,very loyal,0,1,557
1963,Phd,Married,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,62,60-80,3955,very loyal,1,3,9
1990,Graduation,Married,30093.0,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,35,30-45,4305,very loyal,0,1,69
1966,Phd,Married,57705.0,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,59,45-60,4118,very loyal,0,2,486
1988,Graduation,Single,25008.0,1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,37,30-45,4096,very loyal,1,2,34
1995,2N Cycle,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,30,<30,4598,very loyal,0,1,1365
1975,Graduation,Married,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,50,45-60,4355,very loyal,1,2,13
1978,Phd,Married,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,47,45-60,4557,very loyal,0,1,1401
1961,Graduation,Married,64260.0,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,1,64,60-80,4483,very loyal,0,1,1574
1984,Phd,Single,82733.0,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,1,41,30-45,4241,very loyal,0,1,1323
1971,Master,Divorced,74290.0,0,1,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,54,45-60,4270,very loyal,0,2,1217
1951,Master,Single,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,74,60-80,4538,very loyal,1,4,103
1976,Master,Married,21024.0,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,49,45-60,4309,very loyal,0,1,84
1972,Phd,Married,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,53,45-60,4468,very loyal,0,1,1536
1985,Graduation,Married,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,40,30-45,4598,very loyal,1,2,581
1966,Phd,Married,69063.0,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,59,45-60,4548,very loyal,0,2,928
